over_team_image_peerUrls,wagonY,over_team_objectId,over_target,inningNumber,over_team_image_url,totalRuns,bowlerPlayerId,over_totalWickets,over_overLimit,over_team_isCountry,title,over_team_image_slug,over_overWickets,over_team_slug,over_overRuns,over_overNumber,noballs,ballsUnique,modified,over_team_id,_uid,over_team_longName,isFour,over_team_image_longCaption,timestamp,bowlerStatText,over_ballLimit,dismissalType,wagonZone,over_overEndBatsmen,oversUnique,over_totalRuns,events,wagonX,totalInningRuns,over_team_name,dismissalText,ballsActual,outPlayerId,id,over_team_image_width,over_team_image_id,over_team_image_photographer,over_rollover,over_team_abbreviation,over_team_primaryColor,over_isSuperOver,predictions,ballNumber,overNumber,over_team_imageUrl,over_team_image_credit,over_overEndBowlers,over_team_unofficialName,wides,isSix,batsmanStatText,dismissalText_long,isWicket,over_team_image_caption,commentImages,batsmanRuns,over_team_image_objectId,penalties,over_isComplete,totalInningWickets,oversActual,byes,commentTextItems,commentPreTextItems,commentPostTextItems,over_team_scribeId,dismissalText_short,legbyes,batsmanPlayerId,over,commentVideos,over_team_image_height,over_isMaiden,dismissalText_commentary
,0,,,1,,0,59339,,,,Holder to Hendricks,,,,,,0,,2016-10-06T18:06:41.000Z,,12469117,,False,,,,,,0,,1.05,,[],0,9,,,,,12469117,,,,,,,,,5,2,,,,,0,False,,,False,,[],0,,0,,0,1.5,0,"[{'type': 'HTML', 'html': 'this leaves the right-hander who follows it and plays and misses, it zips through and carries to head height, nice to see'}]",,,,,0,50416,,[],,,
,140,3,0,1,/db/PICTURES/CMS/313100/313125.logo.png,0,59339,0,20,True,Holder to Hendricks,south-africa-logo,0,south-africa,2,2,0,,2016-10-06T18:06:41.000Z,3,12469121,South Africa,False,South Africa logo,,,120,,7,"[{'player': {'id': 50416, 'objectId': 269280, 'name': 'RR Hendricks', 'longName': 'Reeza Hendricks', 'mobileName': 'Hendricks', 'indexName': 'Hendricks, RR', 'battingName': 'RR Hendricks', 'fieldingName': 'Hendricks', 'slug': 'reeza-hendricks', 'imageUrl': '/db/PICTURES/CMS/317900/317945.jpg', 'dateOfBirth': {'year': 1989, 'month': 8, 'date': 14}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 317945, 'objectId': 1254911, 'slug': 'reeza-hendricks-portrait', 'url': '/db/PICTURES/CMS/317900/317945.jpg', 'width': 160, 'height': 200, 'caption': 'Reeza Hendricks portrait', 'longCaption': 'Reeza Hendricks portrait, November 19, 2020', 'credit': 'Cricket South Africa', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [1], 'playingRoles': ['opening batter'], 'headshotImage': {'id': 322071, 'objectId': 1264441, 'slug': 'reeza-hendricks-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/322000/322071.png', 'width': 600, 'height': 436, 'caption': 'Reeza Hendricks player page headshot cutout, 2021', 'longCaption': 'Reeza Hendricks player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/322000/322071.square.png'}}}, 'runs': 3, 'balls': 7, 'fours': 0, 'sixes': 0}, {'player': {'id': 6354, 'objectId': 47711, 'name': 'MN van Wyk', 'longName': 'Morne van Wyk', 'mobileName': 'van Wyk', 'indexName': 'van Wyk, MN', 'battingName': 'MN van Wyk', 'fieldingName': 'van Wyk', 'slug': 'morne-van-wyk', 'imageUrl': '/db/PICTURES/CMS/224000/224035.1.jpg', 'dateOfBirth': {'year': 1979, 'month': 3, 'date': 20}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['sla'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['slow left-arm orthodox'], 'image': {'id': 224035, 'objectId': 929145, 'slug': 'morn-van-wyk', 'url': '/db/PICTURES/CMS/224000/224035.1.jpg', 'width': 160, 'height': 191, 'caption': 'Morné van Wyk', 'longCaption': 'Morné van Wyk', 'credit': 'Sunfoil Dolphins', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [7], 'playingRoles': ['wicketkeeper batter'], 'headshotImage': {'id': 322084, 'objectId': 1264458, 'slug': 'morne-van-wyk-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/322000/322084.png', 'width': 600, 'height': 436, 'caption': 'Morne van Wyk player page headshot cutout, 2021', 'longCaption': 'Morne van Wyk player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/322000/322084.square.png'}}}, 'runs': 6, 'balls': 5, 'fours': 0, 'sixes': 1}]",1.06,9,[],119,9,South Africa,,,,12469121,500,313125,,,SA,#04822B,False,,6,2,/db/PICTURES/CMS/313100/313125.logo.png,,"[{'player': {'id': 59339, 'objectId': 391485, 'name': 'JO Holder', 'longName': 'Jason Holder', 'mobileName': 'Holder', 'indexName': 'Holder, JO', 'battingName': 'JO Holder', 'fieldingName': 'Holder', 'slug': 'jason-holder', 'imageUrl': '/db/PICTURES/CMS/214700/214757.1.jpg', 'dateOfBirth': {'year': 1991, 'month': 11, 'date': 5}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rmf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm medium-fast'], 'image': {'id': 214757, 'objectId': 883997, 'slug': 'jason-holder', 'url': '/db/PICTURES/CMS/214700/214757.1.jpg', 'width': 160, 'height': 192, 'caption': 'Jason Holder', 'longCaption': 'Jason Holder', 'credit': 'WICB Media Photo/Randy Brooks', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [11], 'playingRoles': ['bowling allrounder'], 'headshotImage': {'id': 316673, 'objectId': 1251306, 'slug': 'jo-holder-headshot', 'url': '/db/PICTURES/CMS/316600/316673.png', 'width': 600, 'height': 436, 'caption': 'JO Holder headshot', 'longCaption': 'JO Holder headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 1, 'balls': 6, 'maidens': 0, 'conceded': 2, 'wickets': 0, 'currentType': 1}, {'player': {'id': 64443, 'objectId': 495551, 'name': 'SS Cottrell', 'longName': 'Sheldon Cottrell', 'mobileName': 'Cottrell', 'indexName': 'Cottrell, SS', 'battingName': 'SS Cottrell', 'fieldingName': 'Cottrell', 'slug': 'sheldon-cottrell', 'imageUrl': '/db/PICTURES/CMS/232700/232765.jpg', 'dateOfBirth': {'year': 1989, 'month': 8, 'date': 19}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['lfm'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['left-arm fast-medium'], 'image': {'id': 232765, 'objectId': 966407, 'slug': 'sheldon-cottrell-profile-photo', 'url': '/db/PICTURES/CMS/232700/232765.jpg', 'width': 160, 'height': 200, 'caption': 'Sheldon Cottrell profile photo', 'longCaption': 'Sheldon Cottrell profile photo', 'credit': 'Craig Cozier', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 316693, 'objectId': 1251326, 'slug': 'ss-cottrell-headshot', 'url': '/db/PICTURES/CMS/316600/316693.png', 'width': 600, 'height': 436, 'caption': 'SS Cottrell headshot', 'longCaption': 'SS Cottrell headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 1, 'balls': 6, 'maidens': 0, 'conceded': 7, 'wickets': 0, 'currentType': 2}]",,0,False,,,False,South Africa logo,[],0,1241584,0,True,0,1.6,0,"[{'type': 'HTML', 'html': 'touch fuller, reached out for and pressed to backward point'}]",,,3,,0,50416,,[],500,False,
,185,,,1,,0,51012,,,,Russell to van Wyk,,,,,,0,,2016-10-06T18:06:41.000Z,,12469127,,False,,,,,,6,,2.01,,[],123,9,,,,,12469127,,,,,,,,,1,3,,,,,0,False,,,False,,[],0,,0,,0,2.1,0,"[{'type': 'HTML', 'html': 'length on the off stump, punched from the crease to extra-cover'}]","[{'type': 'HTML', 'html': 'Immediate change to <b>Andre Russell</b>...'}]",,,,0,6354,,[],,,
,89,,,1,,4,51012,,,,Russell to van Wyk,,,,,,0,,2016-10-06T18:06:41.000Z,,12469129,,True,,,,,,2,,2.02,,[],335,13,,,,,12469129,,,,,,,,,2,3,,,,,0,False,,,False,,[],4,,0,,0,2.2,0,"[{'type': 'HTML', 'html': 'back of a length angled in, pulled smartly backward of square and gets it away from the deep square for four, very nicely steered away'}]",,,,,0,6354,,[],,,
,142,,,1,,1,51012,,,,Russell to van Wyk,,,,,,0,,2016-10-06T18:06:41.000Z,,12469131,,False,,,,,,2,,2.03,,[],241,14,,,,,12469131,,,,,,,,,3,3,,,,,0,False,,,False,,[],1,,0,,0,2.3,0,"[{'type': 'HTML', 'html': 'touch shorter and this is just dropped into midwicket for an easy single'}]",,,,,0,6354,,[],,,
,253,,,1,,3,51012,,,,Russell to Hendricks,,,,,,0,,2016-10-06T18:06:41.000Z,,12469137,,False,,,,,,6,,2.04,,[],46,17,,,,,12469137,,,,,,,,,4,3,,,,,0,False,,,False,,[],3,,0,,0,2.4,0,"[{'type': 'HTML', 'html': 'touch fuller and a touch wider, driven over the top off the back foot, timed pretty well and extra-cover has to be sharpish to save the boundary'}]",,,,,0,50416,,[],,,
,194,,,1,,4,51012,,,,Russell to van Wyk,,,,,,0,,2016-10-06T18:06:41.000Z,,12469141,,True,,,,,,6,,2.05,,[],14,21,,,,,12469141,,,,,,,,,5,3,,,,,0,False,,,False,,[],4,,0,,0,2.5,0,"[{'type': 'HTML', 'html': 'awful ball, short and wide, cut through cover, well timed'}]",,,,,0,6354,,[],,,
,217,3,0,1,/db/PICTURES/CMS/313100/313125.logo.png,1,51012,0,20,True,Russell to van Wyk,south-africa-logo,0,south-africa,13,3,0,,2016-10-06T18:06:41.000Z,3,12469143,South Africa,False,South Africa logo,,,120,,3,"[{'player': {'id': 6354, 'objectId': 47711, 'name': 'MN van Wyk', 'longName': 'Morne van Wyk', 'mobileName': 'van Wyk', 'indexName': 'van Wyk, MN', 'battingName': 'MN van Wyk', 'fieldingName': 'van Wyk', 'slug': 'morne-van-wyk', 'imageUrl': '/db/PICTURES/CMS/224000/224035.1.jpg', 'dateOfBirth': {'year': 1979, 'month': 3, 'date': 20}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['sla'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['slow left-arm orthodox'], 'image': {'id': 224035, 'objectId': 929145, 'slug': 'morn-van-wyk', 'url': '/db/PICTURES/CMS/224000/224035.1.jpg', 'width': 160, 'height': 191, 'caption': 'Morné van Wyk', 'longCaption': 'Morné van Wyk', 'credit': 'Sunfoil Dolphins', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [7], 'playingRoles': ['wicketkeeper batter'], 'headshotImage': {'id': 322084, 'objectId': 1264458, 'slug': 'morne-van-wyk-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/322000/322084.png', 'width': 600, 'height': 436, 'caption': 'Morne van Wyk player page headshot cutout, 2021', 'longCaption': 'Morne van Wyk player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/322000/322084.square.png'}}}, 'runs': 16, 'balls': 10, 'fours': 2, 'sixes': 1}, {'player': {'id': 50416, 'objectId': 269280, 'name': 'RR Hendricks', 'longName': 'Reeza Hendricks', 'mobileName': 'Hendricks', 'indexName': 'Hendricks, RR', 'battingName': 'RR Hendricks', 'fieldingName': 'Hendricks', 'slug': 'reeza-hendricks', 'imageUrl': '/db/PICTURES/CMS/317900/317945.jpg', 'dateOfBirth': {'year': 1989, 'month': 8, 'date': 14}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 317945, 'objectId': 1254911, 'slug': 'reeza-hendricks-portrait', 'url': '/db/PICTURES/CMS/317900/317945.jpg', 'width': 160, 'height': 200, 'caption': 'Reeza Hendricks portrait', 'longCaption': 'Reeza Hendricks portrait, November 19, 2020', 'credit': 'Cricket South Africa', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [1], 'playingRoles': ['opening batter'], 'headshotImage': {'id': 322071, 'objectId': 1264441, 'slug': 'reeza-hendricks-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/322000/322071.png', 'width': 600, 'height': 436, 'caption': 'Reeza Hendricks player page headshot cutout, 2021', 'longCaption': 'Reeza Hendricks player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/322000/322071.square.png'}}}, 'runs': 6, 'balls': 8, 'fours': 0, 'sixes': 0}]",2.06,22,[],297,22,South Africa,,,,12469143,500,313125,,,SA,#04822B,False,,6,3,/db/PICTURES/CMS/313100/313125.logo.png,,"[{'player': {'id': 51012, 'objectId': 276298, 'name': 'AD Russell', 'longName': 'Andre Russell', 'mobileName': 'Russell', 'indexName': 'Russell, AD', 'battingName': 'AD Russell', 'fieldingName': 'Russell', 'slug': 'andre-russell', 'imageUrl': '/db/PICTURES/CMS/308900/308972.png', 'dateOfBirth': {'year': 1988, 'month': 4, 'date': 29}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm fast'], 'image': {'id': 308972, 'objectId': 1232420, 'slug': 'andre-russell-portrait', 'url': '/db/PICTURES/CMS/308900/308972.png', 'width': 160, 'height': 200, 'caption': 'Andre Russell portrait', 'longCaption': 'Andre Russell portrait, September 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 316615, 'objectId': 1251247, 'slug': 'ad-russell-headshot', 'url': '/db/PICTURES/CMS/316600/316615.png', 'width': 600, 'height': 436, 'caption': 'AD Russell headshot', 'longCaption': 'AD Russell headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 1, 'balls': 6, 'maidens': 0, 'conceded': 13, 'wickets': 0, 'currentType': 1}, {'player': {'id': 59339, 'objectId': 391485, 'name': 'JO Holder', 'longName': 'Jason Holder', 'mobileName': 'Holder', 'indexName': 'Holder, JO', 'battingName': 'JO Holder', 'fieldingName': 'Holder', 'slug': 'jason-holder', 'imageUrl': '/db/PICTURES/CMS/214700/214757.1.jpg', 'dateOfBirth': {'year': 1991, 'month': 11, 'date': 5}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rmf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm medium-fast'], 'image': {'id': 214757, 'objectId': 883997, 'slug': 'jason-holder', 'url': '/db/PICTURES/CMS/214700/214757.1.jpg', 'width': 160, 'height': 192, 'caption': 'Jason Holder', 'longCaption': 'Jason Holder', 'credit': 'WICB Media Photo/Randy Brooks', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [11], 'playingRoles': ['bowling allrounder'], 'headshotImage': {'id': 316673, 'objectId': 1251306, 'slug': 'jo-holder-headshot', 'url': '/db/PICTURES/CMS/316600/316673.png', 'width': 600, 'height': 436, 'caption': 'JO Holder headshot', 'longCaption': 'JO Holder headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 1, 'balls': 6, 'maidens': 0, 'conceded': 2, 'wickets': 0, 'currentType': 2}]",,0,False,,,False,South Africa logo,[],1,1241584,0,True,0,2.6,0,"[{'type': 'HTML', 'html': 'full on the stumps, forward dropping this into midwicket for a sharp single'}]",,"[{'type': 'HTML', 'html': 'Great over for South Africa...'}]",3,,0,6354,,[],500,False,
,151,,,1,,0,59339,,,,Holder to van Wyk,,,,,,0,,2016-10-06T18:06:41.000Z,,12469147,,False,,,,,,7,,3.01,,[],129,22,,,,,12469147,,,,,,,,,1,4,,,,,0,False,,,False,,[],0,,0,,0,3.1,0,"[{'type': 'HTML', 'html': 'back of a length just outside off, dabbed down to backward point'}]",,,,,0,6354,,[],,,
,0,,,1,,0,59339,,,,Holder to van Wyk,,,,,,0,,2016-10-06T18:06:41.000Z,,12469149,,False,,,,,,0,,3.02,,[],0,22,,,,,12469149,,,,,,,,,2,4,,,,,0,False,,,False,,[],0,,0,,0,3.2,0,"[{'type': 'HTML', 'html': 'fuller length, a touch wider, van Wyk tried to run it down to third man and missed'}]",,,,,0,6354,,[],,,
,126,,,1,,1,59339,,,,Holder to van Wyk,,,,,,0,,2016-10-06T18:06:41.000Z,,12469151,,False,,,,,,2,,3.03,,[],224,23,,,,,12469151,,,,,,,,,3,4,,,,,0,False,,,False,,[],0,,0,,0,3.3,0,"[{'type': 'HTML', 'html': 'straighter line and tucked backward of square leg for an easy single'}]",,,,,1,6354,,[],,,
,235,,,1,,1,59339,,,,Holder to Hendricks,,,,,,0,,2016-10-06T18:06:41.000Z,,12469157,,False,,,,,,4,,3.04,,[],234,24,,,,,12469157,,,,,,,,,4,4,,,,,0,False,,,False,,[],1,,0,,0,3.4,0,"[{'type': 'HTML', 'html': 'fuller, whipped straight to backward square'}]",,,,,0,50416,,[],,,
,186,,,1,,1,59339,,,,Holder to van Wyk,,,,,,0,,2016-10-06T18:06:41.000Z,,12469159,,False,,,,,,3,,3.05,,[],258,25,,,,,12469159,,,,,,,,,5,4,,,,,0,False,,,False,,[],1,,0,,0,3.5,0,"[{'type': 'HTML', 'html': 'tucks this in front of square and they can get a single here'}]",,,,,0,6354,,[],,,
,38,3,0,1,/db/PICTURES/CMS/313100/313125.logo.png,1,59339,0,20,True,Holder to Hendricks,south-africa-logo,0,south-africa,4,4,0,,2016-10-06T18:06:41.000Z,3,12469161,South Africa,False,South Africa logo,,,120,,8,"[{'player': {'id': 50416, 'objectId': 269280, 'name': 'RR Hendricks', 'longName': 'Reeza Hendricks', 'mobileName': 'Hendricks', 'indexName': 'Hendricks, RR', 'battingName': 'RR Hendricks', 'fieldingName': 'Hendricks', 'slug': 'reeza-hendricks', 'imageUrl': '/db/PICTURES/CMS/317900/317945.jpg', 'dateOfBirth': {'year': 1989, 'month': 8, 'date': 14}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 317945, 'objectId': 1254911, 'slug': 'reeza-hendricks-portrait', 'url': '/db/PICTURES/CMS/317900/317945.jpg', 'width': 160, 'height': 200, 'caption': 'Reeza Hendricks portrait', 'longCaption': 'Reeza Hendricks portrait, November 19, 2020', 'credit': 'Cricket South Africa', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [1], 'playingRoles': ['opening batter'], 'headshotImage': {'id': 322071, 'objectId': 1264441, 'slug': 'reeza-hendricks-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/322000/322071.png', 'width': 600, 'height': 436, 'caption': 'Reeza Hendricks player page headshot cutout, 2021', 'longCaption': 'Reeza Hendricks player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/322000/322071.square.png'}}}, 'runs': 8, 'balls': 10, 'fours': 0, 'sixes': 0}, {'player': {'id': 6354, 'objectId': 47711, 'name': 'MN van Wyk', 'longName': 'Morne van Wyk', 'mobileName': 'van Wyk', 'indexName': 'van Wyk, MN', 'battingName': 'MN van Wyk', 'fieldingName': 'van Wyk', 'slug': 'morne-van-wyk', 'imageUrl': '/db/PICTURES/CMS/224000/224035.1.jpg', 'dateOfBirth': {'year': 1979, 'month': 3, 'date': 20}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['sla'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['slow left-arm orthodox'], 'image': {'id': 224035, 'objectId': 929145, 'slug': 'morn-van-wyk', 'url': '/db/PICTURES/CMS/224000/224035.1.jpg', 'width': 160, 'height': 191, 'caption': 'Morné van Wyk', 'longCaption': 'Morné van Wyk', 'credit': 'Sunfoil Dolphins', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [7], 'playingRoles': ['wicketkeeper batter'], 'headshotImage': {'id': 322084, 'objectId': 1264458, 'slug': 'morne-van-wyk-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/322000/322084.png', 'width': 600, 'height': 436, 'caption': 'Morne van Wyk player page headshot cutout, 2021', 'longCaption': 'Morne van Wyk player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/322000/322084.square.png'}}}, 'runs': 17, 'balls': 14, 'fours': 2, 'sixes': 1}]",3.06,26,[],121,26,South Africa,,,,12469161,500,313125,,,SA,#04822B,False,,6,4,/db/PICTURES/CMS/313100/313125.logo.png,,"[{'player': {'id': 59339, 'objectId': 391485, 'name': 'JO Holder', 'longName': 'Jason Holder', 'mobileName': 'Holder', 'indexName': 'Holder, JO', 'battingName': 'JO Holder', 'fieldingName': 'Holder', 'slug': 'jason-holder', 'imageUrl': '/db/PICTURES/CMS/214700/214757.1.jpg', 'dateOfBirth': {'year': 1991, 'month': 11, 'date': 5}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rmf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm medium-fast'], 'image': {'id': 214757, 'objectId': 883997, 'slug': 'jason-holder', 'url': '/db/PICTURES/CMS/214700/214757.1.jpg', 'width': 160, 'height': 192, 'caption': 'Jason Holder', 'longCaption': 'Jason Holder', 'credit': 'WICB Media Photo/Randy Brooks', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [11], 'playingRoles': ['bowling allrounder'], 'headshotImage': {'id': 316673, 'objectId': 1251306, 'slug': 'jo-holder-headshot', 'url': '/db/PICTURES/CMS/316600/316673.png', 'width': 600, 'height': 436, 'caption': 'JO Holder headshot', 'longCaption': 'JO Holder headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 2, 'balls': 12, 'maidens': 0, 'conceded': 5, 'wickets': 0, 'currentType': 1}, {'player': {'id': 51012, 'objectId': 276298, 'name': 'AD Russell', 'longName': 'Andre Russell', 'mobileName': 'Russell', 'indexName': 'Russell, AD', 'battingName': 'AD Russell', 'fieldingName': 'Russell', 'slug': 'andre-russell', 'imageUrl': '/db/PICTURES/CMS/308900/308972.png', 'dateOfBirth': {'year': 1988, 'month': 4, 'date': 29}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm fast'], 'image': {'id': 308972, 'objectId': 1232420, 'slug': 'andre-russell-portrait', 'url': '/db/PICTURES/CMS/308900/308972.png', 'width': 160, 'height': 200, 'caption': 'Andre Russell portrait', 'longCaption': 'Andre Russell portrait, September 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 316615, 'objectId': 1251247, 'slug': 'ad-russell-headshot', 'url': '/db/PICTURES/CMS/316600/316615.png', 'width': 600, 'height': 436, 'caption': 'AD Russell headshot', 'longCaption': 'AD Russell headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 1, 'balls': 6, 'maidens': 0, 'conceded': 13, 'wickets': 0, 'currentType': 2}]",,0,False,,,False,South Africa logo,[],1,1241584,0,True,0,3.6,0,"[{'type': 'HTML', 'html': 'length on off stump, played forward with an open face, gets it down to third man'}]",,,3,,0,50416,,[],500,False,
,10,,,1,,4,64443,,,,Cottrell to Hendricks,,,,,,0,,2016-10-06T18:06:41.000Z,,12469167,,True,,,,,,1,,4.01,,[],224,30,,,,,12469167,,,,,,,,,1,5,,,,,0,False,,,False,,[],4,,0,,0,4.1,0,"[{'type': 'HTML', 'html': 'swing into the right-hander who pokes at it, gets a thick bottom edge that bounces and loops over Ramdin for a boundary'}]","[{'type': 'HTML', 'html': 'Back to <b>Cottrell</b>...'}]",,,,0,50416,,[],,,
,0,,,1,,0,64443,,,,Cottrell to Hendricks,,,,,,0,,2016-10-06T18:06:41.000Z,,12469177,,False,,,,,3,0,,4.02,,[],0,30,,,,50416,12469177,,,,,,,,,2,5,,,,,0,False,,lbw b Cottrell,True,,[],0,,0,,1,4.2,0,"[{'type': 'HTML', 'html': ""full, swings into the pads and <b>out lbw!</b> Lovely delivery, classic left-armer's dismissal. Nice full length and the inswing did for the batsman who almost fell over. Would have cannoned middle and leg""}]",,,,lbw,0,50416,,[],,,Reeza Hendricks lbw b Cottrell 12 (12b 1x4 0x6 16m) SR: 100
,244,,,1,,0,64443,,,,Cottrell to du Plessis,,,,,,0,,2016-10-06T18:06:41.000Z,,12469183,,False,,,,,,4,,4.03,,[],204,30,,,,,12469183,,,,,,,,,3,5,,,,,0,False,,,False,,[],0,,0,,1,4.3,0,"[{'type': 'HTML', 'html': 'another decent delivery, kept out to midwicket this time'}]",,,,,0,46933,,[],,,
,0,,,1,,1,64443,,,,Cottrell to du Plessis,,,,,,0,,2016-10-06T18:06:41.000Z,,12469187,,False,,,,,,0,,4.04,,[],0,31,,,,,12469187,,,,,,,,,4,5,,,,,1,False,,,False,,[],0,,0,,1,4.4,0,"[{'type': 'HTML', 'html': 'pushed across the right-hander and two wide outside off'}]",,,,,0,46933,,[],,,
,43,,,1,,2,64443,,,,Cottrell to du Plessis,,,,,,0,,2016-10-06T18:06:41.000Z,,12469191,,False,,,,,,1,,4.05,,[],265,33,,,,,12469191,,,,,,,,,5,5,,,,,0,False,,,False,,[],2,,0,,1,4.4,0,"[{'type': 'HTML', 'html': ""full down the leg side, clipped to long leg's right""}]",,,,,0,46933,,[],,,
,244,,,1,,0,64443,,,,Cottrell to du Plessis,,,,,,0,,2016-10-06T18:06:41.000Z,,12469195,,False,,,,,,4,,4.06,,[],204,33,,,,,12469195,,,,,,,,,6,5,,,,,0,False,,,False,,[],0,,0,,1,4.5,0,"[{'type': 'HTML', 'html': 'full again, this is a low full tossed tucked to midwicket'}]",,,,,0,46933,,[],,,
