over_team_image_peerUrls,wagonY,over_team_objectId,over_target,inningNumber,over_team_image_url,totalRuns,bowlerPlayerId,over_totalWickets,over_overLimit,over_team_isCountry,title,over_team_image_slug,over_overWickets,over_team_slug,over_overRuns,over_overNumber,noballs,ballsUnique,modified,over_team_id,_uid,over_team_longName,isFour,over_team_image_longCaption,timestamp,bowlerStatText,over_ballLimit,dismissalType,wagonZone,over_overEndBatsmen,oversUnique,over_totalRuns,events,wagonX,totalInningRuns,over_team_name,dismissalText,ballsActual,outPlayerId,id,over_team_image_width,over_team_image_id,over_team_image_photographer,over_rollover,over_team_abbreviation,over_team_primaryColor,over_isSuperOver,predictions,ballNumber,overNumber,over_team_imageUrl,over_team_image_credit,over_overEndBowlers,over_team_unofficialName,wides,isSix,batsmanStatText,dismissalText_long,isWicket,over_team_image_caption,commentImages,batsmanRuns,over_team_image_objectId,penalties,over_isComplete,totalInningWickets,oversActual,byes,commentTextItems,commentPreTextItems,commentPostTextItems,over_team_scribeId,dismissalText_short,legbyes,batsmanPlayerId,over,commentVideos,over_team_image_height,over_isMaiden,dismissalText_commentary
,0,,,1,,0,51012,,,,Russell to Behardien,,,,,,0,,2016-10-06T18:06:41.000Z,,12469409,,False,,,,,,0,,18.01,,[],0,148,,,,,12469409,,,,,,,,,1,19,,,,,0,False,,,False,,[],0,,0,,4,18.1,0,"[{'type': 'HTML', 'html': 'starts with a genuine bouncer, Behardien ducks and it is adjudged okay on height'}]","[{'type': 'HTML', 'html': 'Final over for Russell, switching ends'}]",,,,0,48148,,[],,,
,113,,,1,,1,51012,,,,Russell to Behardien,,,,,,0,,2016-10-06T18:06:41.000Z,,12469411,,False,,,,,,1,,18.02,,[],209,149,,,,,12469411,,,,,,,,,2,19,,,,,0,False,,,False,,[],1,,0,,4,18.2,0,"[{'type': 'HTML', 'html': 'length delivery outside off, goes at it hard and gets one via an inside edge'}]",,,,,0,48148,,[],,,
,193,,,1,,1,51012,,,,Russell to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469413,,False,,,,,,3,,18.03,,[],329,150,,,,,12469413,,,,,,,,,3,19,,,,,0,False,,,False,,[],1,,0,,4,18.3,0,"[{'type': 'HTML', 'html': 'full on off stump, Rossouw clumps one through the off side - 150 up for SA, worth some choons for the crowd'}]",,,,,0,53649,,[],,,
,0,,,1,,0,51012,,,,Russell to Behardien,,,,,,0,,2016-10-06T18:06:41.000Z,,12469415,,False,,,,,,0,,18.04,,[],0,150,,,,,12469415,,,,,,,,,4,19,,,,,0,False,,,False,,[],0,,0,,4,18.4,0,"[{'type': 'HTML', 'html': 'woof, how has that missed?! Excellent slower ball from Russell, the batsman lost all shape trying to heave it out of the ground but the ball bounced <i>just</i> over the top of the stumps'}]",,,,,0,48148,,[],,,
,218,,,1,,2,51012,,,,Russell to Behardien,,,,,,0,,2016-10-06T18:06:41.000Z,,12469417,,False,,,,,,4,,18.05,,[],180,152,,,,,12469417,,,,,,,,,5,19,,,,,0,False,,,False,,[],2,,0,,4,18.5,0,"[{'type': 'HTML', 'html': ""full and straight, smashed back, Russell goes tumbling after it and the ball deflects towards midwicket off the non-striker's wicket, they hare back for two""}]",,,,,0,48148,,[],,,
,276,3,0,1,/db/PICTURES/CMS/313100/313125.logo.png,6,51012,4,20,True,Russell to Behardien,south-africa-logo,0,south-africa,10,19,0,,2016-10-06T18:06:41.000Z,3,12469419,South Africa,False,South Africa logo,,,120,,6,"[{'player': {'id': 48148, 'objectId': 44410, 'name': 'F Behardien', 'longName': 'Farhaan Behardien', 'mobileName': 'Behardien', 'indexName': 'Behardien, F', 'battingName': 'F Behardien', 'fieldingName': 'Behardien', 'slug': 'farhaan-behardien', 'imageUrl': '/db/PICTURES/CMS/263700/263766.1.jpg', 'dateOfBirth': {'year': 1983, 'month': 10, 'date': 9}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rfm'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm fast-medium'], 'image': {'id': 263766, 'objectId': 1100135, 'slug': 'farhaan-behardien-portrait', 'url': '/db/PICTURES/CMS/263700/263766.1.jpg', 'width': 160, 'height': 200, 'caption': 'Farhaan Behardien portrait', 'longCaption': None, 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [10], 'playingRoles': ['batting allrounder'], 'headshotImage': {'id': 316580, 'objectId': 1251209, 'slug': 'f-behardien-headshot', 'url': '/db/PICTURES/CMS/316500/316580.png', 'width': 600, 'height': 436, 'caption': 'F Behardien headshot', 'longCaption': 'F Behardien headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 13, 'balls': 8, 'fours': 0, 'sixes': 1}, {'player': {'id': 53649, 'objectId': 318845, 'name': 'RR Rossouw', 'longName': 'Rilee Rossouw', 'mobileName': 'Rossouw', 'indexName': 'Rossouw, RR', 'battingName': 'RR Rossouw', 'fieldingName': 'Rossouw', 'slug': 'rilee-rossouw', 'imageUrl': '/db/PICTURES/CMS/312100/312176.png', 'dateOfBirth': {'year': 1989, 'month': 10, 'date': 9}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 312176, 'objectId': 1239242, 'slug': 'rilee-rossouw-portrait', 'url': '/db/PICTURES/CMS/312100/312176.png', 'width': 160, 'height': 201, 'caption': 'Rilee Rossouw portrait', 'longCaption': 'Rilee Rossouw portrait, November 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [2], 'playingRoles': ['top-order batter'], 'headshotImage': {'id': 316651, 'objectId': 1251284, 'slug': 'rr-rossouw-headshot', 'url': '/db/PICTURES/CMS/316600/316651.png', 'width': 600, 'height': 436, 'caption': 'RR Rossouw headshot', 'longCaption': 'RR Rossouw headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 49, 'balls': 38, 'fours': 5, 'sixes': 0}]",18.06,158,[],28,158,South Africa,,,,12469419,500,313125,,,SA,#04822B,False,,6,19,/db/PICTURES/CMS/313100/313125.logo.png,,"[{'player': {'id': 51012, 'objectId': 276298, 'name': 'AD Russell', 'longName': 'Andre Russell', 'mobileName': 'Russell', 'indexName': 'Russell, AD', 'battingName': 'AD Russell', 'fieldingName': 'Russell', 'slug': 'andre-russell', 'imageUrl': '/db/PICTURES/CMS/308900/308972.png', 'dateOfBirth': {'year': 1988, 'month': 4, 'date': 29}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm fast'], 'image': {'id': 308972, 'objectId': 1232420, 'slug': 'andre-russell-portrait', 'url': '/db/PICTURES/CMS/308900/308972.png', 'width': 160, 'height': 200, 'caption': 'Andre Russell portrait', 'longCaption': 'Andre Russell portrait, September 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 316615, 'objectId': 1251247, 'slug': 'ad-russell-headshot', 'url': '/db/PICTURES/CMS/316600/316615.png', 'width': 600, 'height': 436, 'caption': 'AD Russell headshot', 'longCaption': 'AD Russell headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 4, 'balls': 24, 'maidens': 0, 'conceded': 43, 'wickets': 1, 'currentType': 1}, {'player': {'id': 45257, 'objectId': 51439, 'name': 'DJ Bravo', 'longName': 'Dwayne Bravo', 'mobileName': 'Dwayne Bravo', 'indexName': 'Bravo, DJ', 'battingName': 'DJ Bravo', 'fieldingName': 'Bravo', 'slug': 'dwayne-bravo', 'imageUrl': '/db/PICTURES/CMS/309000/309099.png', 'dateOfBirth': {'year': 1983, 'month': 10, 'date': 7}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rm'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm medium'], 'image': {'id': 309099, 'objectId': 1232616, 'slug': 'dwayne-bravo-portrait', 'url': '/db/PICTURES/CMS/309000/309099.png', 'width': 160, 'height': 200, 'caption': 'Dwayne Bravo portrait', 'longCaption': 'Dwayne Bravo portrait, September 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 320092, 'objectId': 1260547, 'slug': 'dwayne-bravo-player-page-headshot-cutout-2021', 'url': '/db/PICTURES/CMS/320000/320092.png', 'width': 600, 'height': 436, 'caption': 'Dwayne Bravo player page headshot cutout, 2021', 'longCaption': 'Dwayne Bravo player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/db/PICTURES/CMS/320000/320092.square.png'}}}, 'overs': 3, 'balls': 18, 'maidens': 0, 'conceded': 26, 'wickets': 0, 'currentType': 2}]",,0,True,,,False,South Africa logo,[],6,1241584,0,True,4,18.6,0,"[{'type': 'HTML', 'html': 'picks the slower ball and puts a few air miles into this! Lovely timing from Behardien, down on one knee and lofts this elegantly into the stands at deep extra cover'}]",,,3,,0,48148,,[],500,False,
,208,,,1,,1,64443,,,,Cottrell to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469421,,False,,,,,,6,,19.01,,[],43,159,,,,,12469421,,,,,,,,,1,20,,,,,0,False,,,False,,[],1,,0,,4,19.1,0,"[{'type': 'HTML', 'html': 'starts with a full toss, must have been perilously close to a no-ball, Rossouw hoicks it into the leg side and picks up the single that takes him to a well-paced 50'}]","[{'type': 'HTML', 'html': ""Final shuffle from Sammy, it will be Cottrell to bowl out. SA looking about par, I'd say""}]",,,,0,53649,,[],,,
,183,,,1,,1,64443,,,,Cottrell to Behardien,,,,,,0,,2016-10-06T18:06:41.000Z,,12469423,,False,,,,,,6,,19.02,,[],26,160,,,,,12469423,,,,,,,,,2,20,,,,,0,False,,,False,,[],1,,0,,4,19.2,0,"[{'type': 'HTML', 'html': 'goes around the wicket to the right-hander, attempted yorker in the channel and Behardien can only squeeze a single through point'}]",,,,,0,48148,,[],,,
,316,,,1,,1,64443,,,,Cottrell to Rossouw,,,,,,0,,2016-10-06T18:06:41.000Z,,12469425,,False,,,,,,5,,19.03,,[],130,161,,,,,12469425,,,,,,,,,3,20,,,,,0,False,,,False,,[],1,,0,,4,19.3,0,"[{'type': 'HTML', 'html': 'up in the blockhole again from Cottrell, backs away and clubbed hard along the ground to long-on for one more'}]",,,,,0,53649,,[],,,
,312,,,1,,2,64443,,,,Cottrell to Behardien,,,,,,0,,2016-10-06T18:06:41.000Z,,12469427,,False,,,,,,4,,19.04,,[],223,163,,,,,12469427,,,,,,,,,4,20,,,,,0,False,,,False,,[],2,,0,,4,19.4,0,"[{'type': 'HTML', 'html': 'around the wicket, another full toss, pulled towards long-on, the bottom hand coming off the bat and they immediately set off for two, Russell needed a direct hit but was nowhere near'}]",,,,,0,48148,,[],,,
,0,,,1,,0,64443,,,,Cottrell to Behardien,,,,,,0,,2016-10-06T18:06:41.000Z,,12469429,,False,,,,,,0,,19.05,,[],0,163,,,,,12469429,,,,,,,,,5,20,,,,,0,False,,,False,,[],0,,0,,4,19.5,0,"[{'type': 'HTML', 'html': 'slightly back of a length, coming in with the arm and Behardien is beaten for pace - well bowled'}]",,,,,0,48148,,[],,,
,284,3,0,1,/db/PICTURES/CMS/313100/313125.logo.png,2,64443,4,20,True,Cottrell to Behardien,south-africa-logo,0,south-africa,7,20,0,,2016-10-06T18:06:41.000Z,3,12469431,South Africa,False,South Africa logo,,,120,,4,"[{'player': {'id': 48148, 'objectId': 44410, 'name': 'F Behardien', 'longName': 'Farhaan Behardien', 'mobileName': 'Behardien', 'indexName': 'Behardien, F', 'battingName': 'F Behardien', 'fieldingName': 'Behardien', 'slug': 'farhaan-behardien', 'imageUrl': '/db/PICTURES/CMS/263700/263766.1.jpg', 'dateOfBirth': {'year': 1983, 'month': 10, 'date': 9}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rfm'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm fast-medium'], 'image': {'id': 263766, 'objectId': 1100135, 'slug': 'farhaan-behardien-portrait', 'url': '/db/PICTURES/CMS/263700/263766.1.jpg', 'width': 160, 'height': 200, 'caption': 'Farhaan Behardien portrait', 'longCaption': None, 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [10], 'playingRoles': ['batting allrounder'], 'headshotImage': {'id': 316580, 'objectId': 1251209, 'slug': 'f-behardien-headshot', 'url': '/db/PICTURES/CMS/316500/316580.png', 'width': 600, 'height': 436, 'caption': 'F Behardien headshot', 'longCaption': 'F Behardien headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 18, 'balls': 12, 'fours': 0, 'sixes': 1}, {'player': {'id': 53649, 'objectId': 318845, 'name': 'RR Rossouw', 'longName': 'Rilee Rossouw', 'mobileName': 'Rossouw', 'indexName': 'Rossouw, RR', 'battingName': 'RR Rossouw', 'fieldingName': 'Rossouw', 'slug': 'rilee-rossouw', 'imageUrl': '/db/PICTURES/CMS/312100/312176.png', 'dateOfBirth': {'year': 1989, 'month': 10, 'date': 9}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 312176, 'objectId': 1239242, 'slug': 'rilee-rossouw-portrait', 'url': '/db/PICTURES/CMS/312100/312176.png', 'width': 160, 'height': 201, 'caption': 'Rilee Rossouw portrait', 'longCaption': 'Rilee Rossouw portrait, November 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [2], 'playingRoles': ['top-order batter'], 'headshotImage': {'id': 316651, 'objectId': 1251284, 'slug': 'rr-rossouw-headshot', 'url': '/db/PICTURES/CMS/316600/316651.png', 'width': 600, 'height': 436, 'caption': 'RR Rossouw headshot', 'longCaption': 'RR Rossouw headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 51, 'balls': 40, 'fours': 5, 'sixes': 0}]",19.06,165,[],298,165,South Africa,,,,12469431,500,313125,,,SA,#04822B,False,,6,20,/db/PICTURES/CMS/313100/313125.logo.png,,"[{'player': {'id': 64443, 'objectId': 495551, 'name': 'SS Cottrell', 'longName': 'Sheldon Cottrell', 'mobileName': 'Cottrell', 'indexName': 'Cottrell, SS', 'battingName': 'SS Cottrell', 'fieldingName': 'Cottrell', 'slug': 'sheldon-cottrell', 'imageUrl': '/db/PICTURES/CMS/232700/232765.jpg', 'dateOfBirth': {'year': 1989, 'month': 8, 'date': 19}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['lfm'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['left-arm fast-medium'], 'image': {'id': 232765, 'objectId': 966407, 'slug': 'sheldon-cottrell-profile-photo', 'url': '/db/PICTURES/CMS/232700/232765.jpg', 'width': 160, 'height': 200, 'caption': 'Sheldon Cottrell profile photo', 'longCaption': 'Sheldon Cottrell profile photo', 'credit': 'Craig Cozier', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 316693, 'objectId': 1251326, 'slug': 'ss-cottrell-headshot', 'url': '/db/PICTURES/CMS/316600/316693.png', 'width': 600, 'height': 436, 'caption': 'SS Cottrell headshot', 'longCaption': 'SS Cottrell headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 4, 'balls': 24, 'maidens': 0, 'conceded': 33, 'wickets': 2, 'currentType': 1}, {'player': {'id': 51012, 'objectId': 276298, 'name': 'AD Russell', 'longName': 'Andre Russell', 'mobileName': 'Russell', 'indexName': 'Russell, AD', 'battingName': 'AD Russell', 'fieldingName': 'Russell', 'slug': 'andre-russell', 'imageUrl': '/db/PICTURES/CMS/308900/308972.png', 'dateOfBirth': {'year': 1988, 'month': 4, 'date': 29}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm fast'], 'image': {'id': 308972, 'objectId': 1232420, 'slug': 'andre-russell-portrait', 'url': '/db/PICTURES/CMS/308900/308972.png', 'width': 160, 'height': 200, 'caption': 'Andre Russell portrait', 'longCaption': 'Andre Russell portrait, September 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 316615, 'objectId': 1251247, 'slug': 'ad-russell-headshot', 'url': '/db/PICTURES/CMS/316600/316615.png', 'width': 600, 'height': 436, 'caption': 'AD Russell headshot', 'longCaption': 'AD Russell headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 4, 'balls': 24, 'maidens': 0, 'conceded': 43, 'wickets': 1, 'currentType': 2}]",,0,False,,,False,South Africa logo,[],2,1241584,0,True,4,19.6,0,"[{'type': 'HTML', 'html': 'full and straight, manages to dig this out into the leg side, Russell chugs across from long-on to clean up and that is an excellent final over from Cottrell'}]",,"[{'type': 'HTML', 'html': '<b>7.30pm:</b> So, West Indies have been set 166 to win on what is a slightly slow Newlands pitch. Apparently, that score is above par for T20s on this ground, but we\'ll see whether the stats can handle the boys in maroon shortly. Smit, for one, has done the maths differently: ""I would argue if its a par total, Alan, that with Gayle, Pollard, Bravo, Smith and Sammy... this is still below par!!"" Find out with Alex in 15.'}]",3,,0,48148,,[],500,False,
,20,,,2,,1,52222,,,,Abbott to Smith,,,,,,0,,2016-10-06T18:06:41.000Z,,12469433,,False,,,,,,8,,0.01,,[],143,1,,,,,12469433,,,,,,,,,1,1,,,,,0,False,,,False,,[],1,,0,,0,0.1,0,"[{'type': 'HTML', 'html': 'poked at from the crease on off stump, thick outside edge down to third man'}]","[{'type': 'HTML', 'html': 'Welcome back for the chase, you always back the West Indies in T20 with their power. <b>Kyle Abbot</b> to open the bowling...'}]",,,,0,45554,,[],,,
,248,,,2,,1,52222,,,,Abbott to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469435,,False,,,,,,4,,0.02,,[],233,2,,,,,12469435,,,,,,,,,2,1,,,,,0,False,,,False,,[],1,,0,,0,0.2,0,"[{'type': 'HTML', 'html': 'crunching drive, half-saved at extra-cover, absolutely nailed that Gayle'}]",,,,,0,7568,,[],,,
,194,,,2,,0,52222,,,,Abbott to Smith,,,,,,0,,2016-10-06T18:06:41.000Z,,12469437,,False,,,,,,3,,0.03,,[],227,2,,,,,12469437,,,,,,,,,3,1,,,,,0,False,,,False,,[],0,,0,,0,0.3,0,"[{'type': 'HTML', 'html': 'full on the stump, blocked up to mid-on'}]",,,,,0,45554,,[],,,
,188,,,2,,1,52222,,,,Abbott to Smith,,,,,,0,,2016-10-06T18:06:41.000Z,,12469439,,False,,,,,,6,,0.04,,[],122,3,,,,,12469439,,,,,,,,,4,1,,,,,0,False,,,False,,[],1,,0,,0,0.4,0,"[{'type': 'HTML', 'html': 'forward press from off stump into a gap between extra-cover and mid-off'}]",,,,,0,45554,,[],,,
,189,,,2,,0,52222,,,,Abbott to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469441,,False,,,,,,6,,0.05,,[],151,3,,,,,12469441,,,,,,,,,5,1,,,,,0,False,,,False,,[],0,,0,,0,0.5,0,"[{'type': 'HTML', 'html': 'back of a length at the body, tucked down to square leg'}]",,,,,0,7568,,[],,,
,0,4,166,2,/db/PICTURES/CMS/317600/317615.png,0,52222,0,20,True,Abbott to Gayle,west-indies-team-logo,0,west-indies,3,1,0,,2016-10-06T18:06:41.000Z,4,12469443,West Indies,False,West Indies team logo,,,120,,0,"[{'player': {'id': 7568, 'objectId': 51880, 'name': 'CH Gayle', 'longName': 'Chris Gayle', 'mobileName': 'Gayle', 'indexName': 'Gayle, CH', 'battingName': 'CH Gayle', 'fieldingName': 'Gayle', 'slug': 'chris-gayle', 'imageUrl': '/db/PICTURES/CMS/309000/309058.png', 'dateOfBirth': {'year': 1979, 'month': 9, 'date': 21}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 309058, 'objectId': 1232572, 'slug': 'chris-gayle-portrait', 'url': '/db/PICTURES/CMS/309000/309058.png', 'width': 160, 'height': 200, 'caption': 'Chris Gayle portrait', 'longCaption': 'Chris Gayle portrait, September 2020', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 316494, 'objectId': 1251123, 'slug': 'ch-gayle-headshot', 'url': '/db/PICTURES/CMS/316400/316494.png', 'width': 600, 'height': 436, 'caption': 'CH Gayle headshot', 'longCaption': 'CH Gayle headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 1, 'balls': 3, 'fours': 0, 'sixes': 0}, {'player': {'id': 45554, 'objectId': 53118, 'name': 'DR Smith', 'longName': 'Dwayne Smith', 'mobileName': 'Smith', 'indexName': 'Smith, DR', 'battingName': 'DR Smith', 'fieldingName': 'Smith', 'slug': 'dwayne-smith', 'imageUrl': '/db/PICTURES/CMS/232800/232811.jpg', 'dateOfBirth': {'year': 1983, 'month': 4, 'date': 12}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rm'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm medium'], 'image': {'id': 232811, 'objectId': 966463, 'slug': 'dwayne-smith-profile-photo', 'url': '/db/PICTURES/CMS/232800/232811.jpg', 'width': 160, 'height': 200, 'caption': 'Dwayne Smith profile photo', 'longCaption': 'Dwayne Smith profile photo', 'credit': 'Craig Cozier', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 4, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': {'id': 316547, 'objectId': 1251176, 'slug': 'dr-smith-headshot', 'url': '/db/PICTURES/CMS/316500/316547.png', 'width': 600, 'height': 436, 'caption': 'DR Smith headshot', 'longCaption': 'DR Smith headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'runs': 2, 'balls': 3, 'fours': 0, 'sixes': 0}]",0.06,3,[],0,3,West Indies,,,,12469443,500,317615,,,WI,#790d1a,False,,6,1,/db/PICTURES/CMS/317600/317615.png,West Indies Cricket,"[{'player': {'id': 52222, 'objectId': 297583, 'name': 'KJ Abbott', 'longName': 'Kyle Abbott', 'mobileName': 'Abbott', 'indexName': 'Abbott, KJ', 'battingName': 'KJ Abbott', 'fieldingName': 'Abbott', 'slug': 'kyle-abbott', 'imageUrl': '/db/PICTURES/CMS/267200/267241.1.jpg', 'dateOfBirth': {'year': 1987, 'month': 6, 'date': 18}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rfm'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm fast-medium'], 'image': {'id': 267241, 'objectId': 1117422, 'slug': 'kyle-abbott-head-shot', 'url': '/db/PICTURES/CMS/267200/267241.1.jpg', 'width': 160, 'height': 193, 'caption': 'Kyle Abbott head shot', 'longCaption': 'Kyle Abbott head shot', 'credit': 'Hampshire County Cricket Club', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 3, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 316630, 'objectId': 1251262, 'slug': 'kj-abbott-headshot', 'url': '/db/PICTURES/CMS/316600/316630.png', 'width': 600, 'height': 436, 'caption': 'KJ Abbott headshot', 'longCaption': 'KJ Abbott headshot', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': None}}}, 'overs': 1, 'balls': 6, 'maidens': 0, 'conceded': 3, 'wickets': 0, 'currentType': 1}]",,0,False,,,False,West Indies team logo,[],0,1254181,0,True,0,0.6,0,"[{'type': 'HTML', 'html': 'length ball swings back a little and strikes the pad, huge cry for lbw, not out, probably just outside the line, maybe high too'}]",,,4,,0,7568,,[],500,False,
,106,,,2,,1,67296,,,,Rabada to Smith,,,,,,0,,2016-10-06T18:06:41.000Z,,12469445,,False,,,,,,1,,1.01,,[],219,4,,,,,12469445,,,,,,,,,1,2,,,,,0,False,,,False,,[],1,,0,,0,1.1,0,"[{'type': 'HTML', 'html': 'bit of a hack from just outside off, thick inside edge down to long leg'}]","[{'type': 'HTML', 'html': '<b>Kagiso Rabada</b> from the other end...'}]",,,,0,45554,,[],,,
,0,,,2,,0,67296,,,,Rabada to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469447,,False,,,,,,0,,1.02,,[],0,4,,,,,12469447,,,,,,,,,2,2,,,,,0,False,,,False,,[],0,,0,,0,1.2,0,"[{'type': 'HTML', 'html': 'full sliding across the left hander, slides away a little, beats him'}]",,,,,0,7568,,[],,,
,194,,,2,,0,67296,,,,Rabada to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469449,,False,,,,,,5,,1.03,,[],152,4,,,,,12469449,,,,,,,,,3,2,,,,,0,False,,,False,,[],0,,0,,0,1.3,0,"[{'type': 'HTML', 'html': 'length on a much straighter line, tucked into mid-on'}]",,,,,0,7568,,[],,,
,0,,,2,,4,67296,,,,Rabada to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469451,,False,,,,,,0,,1.04,,[],0,8,,,,,12469451,,,,,,,,,4,2,,,,,0,False,,,False,,[],0,,0,,0,1.4,4,"[{'type': 'HTML', 'html': 'bumper, hooked at and misses, it bounces very high and over the keeper'}]",,,,,0,7568,,[],,,
,340,,,2,,6,67296,,,,Rabada to Gayle,,,,,,0,,2016-10-06T18:06:41.000Z,,12469453,,False,,,,,,5,,1.05,,[],100,14,,,,,12469453,,,,,,,,,5,2,,,,,0,True,,,False,,[],6,,0,,0,1.5,0,"[{'type': 'HTML', 'html': 'full just outside off and crunched over long-on, trademark Gayle, big whack, in the slot for him really, such a clean strike'}]",,,,,0,7568,,[],,,
